30.01.2020 15:13;0000002465048694;9283440300095859;3799783180;14012;420.00;0.00;0.00;0.00;0.00;420.00;420.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 15:04;0000002465048694;9283440300095859;4127174650;14011;90.00;0.00;0.00;0.00;0.00;90.00;90.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 15:02;0000002465048694;9283440300095859;4172047790;14010;60.00;0.00;0.00;0.00;0.00;60.00;60.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:54;0000002465048694;9283440300095859;4198234498;14009;75.00;0.00;0.00;0.00;0.00;75.00;75.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:53;0000002465048694;9283440300095859;989552017;14008;150.00;0.00;0.00;0.00;0.00;150.00;150.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:52;0000002465048694;9283440300095859;2700856779;14007;160.00;0.00;0.00;0.00;0.00;160.00;160.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:33;0000002465048694;9283440300095859;2923971325;14006;130.00;0.00;0.00;0.00;0.00;130.00;130.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:16;0000002465048694;9283440300095859;4177052592;14005;160.00;0.00;0.00;0.00;0.00;160.00;160.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:14;0000002465048694;9283440300095859;1826460823;14004;175.00;0.00;0.00;0.00;0.00;175.00;175.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:13;0000002465048694;9283440300095859;592451714;14003;175.00;0.00;0.00;0.00;0.00;175.00;175.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 14:07;0000002465048694;9283440300095859;92188144;14002;130.00;0.00;0.00;0.00;0.00;130.00;130.00;0.00;0.00;Приход;Упрощенная Доход.
30.01.2020 13:24;0000002465048694;9283440300095859;3336773079;14001;130.00;0.00;0.00;0.00;0.00;130.00;130.00;0.00;0.00;Приход;Упрощенная Доход.
